STATEFP,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
26,00005,2600005,Battle Creek Public Schools,00,PK,12,G5420,,E,107129014,1906207,+42.3315007,-085.2306005
26,00006,2600006,Bessemer Area School District,00,PK,12,G5420,,E,308868656,4042691,+46.3914205,-089.9231208
26,00007,2600007,Harbor Beach Community Schools,00,KG,12,G5420,,E,310229044,420618,+43.7762571,-082.6966110
26,00012,2600012,St. Ignace Area Schools,00,KG,12,G5420,,E,418012451,132591577,+46.0345710,-084.7509671
26,00013,2600013,Marquette Area Public Schools,00,KG,12,G5420,,E,329278844,2304501027,+46.7207110,-087.4117425
26,00014,2600014,Ewen-Trout Creek Consolidated Schools,00,PK,12,G5420,,E,1747638656,37579070,+46.5060245,-089.2513932
26,00015,2600015,Wayne-Westland Community School District,00,KG,12,G5420,,E,72346040,59004,+42.2917718,-083.3996200
26,00016,2600016,Crestwood School District,00,PK,12,G5420,,E,14069440,0,+42.3360258,-083.2936955
26,00017,2600017,Bad Axe Public Schools,00,KG,12,G5420,,E,232319398,453672,+43.8033427,-083.0109234
26,00018,2600018,L'Anse Area Schools,00,KG,12,G5420,,E,1871368324,211094813,+46.5638281,-088.7307210
26,00019,2600019,Superior Central Schools,00,KG,12,G5420,,E,587187057,6577195,+46.2689777,-086.9583586
26,01890,2601890,Adams Township School District,00,KG,12,G5420,,E,214774288,1675318,+47.0466293,-088.7328412
26,01920,2601920,Addison Community Schools,00,KG,12,G5420,,E,182344387,11566194,+41.9843327,-084.3460816
26,01950,2601950,Adrian City School District,00,KG,12,G5420,,E,177827900,1424796,+41.9137500,-084.0387613
26,01980,2601980,Airport Community School District,00,PK,12,G5420,,E,214222261,1322589,+42.0466849,-083.3751113
26,02010,2602010,Akron-Fairgrove Schools,00,KG,12,G5420,,E,238143552,505659,+43.5451084,-083.5536946
26,02040,2602040,Alba Public Schools,00,PK,12,G5420,,E,170885899,846450,+45.0056689,-084.9548233
26,02070,2602070,Albion Public Schools,00,PK,12,G5420,,E,166572982,2326467,+42.2608283,-084.7682613
26,02160,2602160,Alcona Community Schools,00,KG,12,G5420,,E,988752564,2878940730,+44.6934054,-083.2770563
26,02190,2602190,Algonac Community School District,00,KG,12,G5420,,E,110653105,134012353,+42.6119166,-082.6412238
26,02220,2602220,Allegan Public Schools,00,PK,12,G5420,,E,385970001,18987968,+42.5354046,-085.8891925
26,02520,2602520,Allen Park Public Schools,00,KG,12,G5420,,E,9654867,39623,+42.2489389,-083.2167222
26,02550,2602550,Allendale Public School District,00,PK,12,G5420,,E,80414468,2395826,+42.9775937,-085.9585688
26,02640,2602640,Alma Public Schools,00,PK,12,G5420,,E,261342929,2802572,+43.3831961,-084.7426195
26,02670,2602670,Almont Community Schools,00,KG,12,G5420,,E,148810419,608968,+42.9196598,-083.0341562
26,02730,2602730,Alpena Public Schools,00,KG,12,G5420,,E,1496787868,2921129586,+44.9119122,-083.3287039
26,02790,2602790,Anchor Bay School District,00,KG,12,G5420,,E,73845374,373400,+42.7027712,-082.7356101
26,02820,2602820,Ann Arbor Public Schools,00,PK,12,G5420,,E,264555235,4023724,+42.2879295,-083.7362970
26,03060,2603060,Arenac Eastern School District,00,KG,12,G5420,,E,224094632,4215593,+44.1089733,-083.8018794
26,03240,2603240,Armada Area Schools,00,PK,12,G5420,,E,191714080,248154,+42.8483674,-082.8912962
26,03480,2603480,Ashley Community Schools,00,KG,12,G5420,,E,155059099,523855,+43.1970872,-084.4140310
26,03510,2603510,Athens Area Schools,00,KG,12,G5420,,E,191068353,1871590,+42.1237707,-085.2458726
26,03540,2603540,Atherton Community Schools,00,KG,12,G5420,,E,23558092,32063,+42.9839793,-083.6217324
26,03570,2603570,Atlanta Community Schools,00,KG,12,G5420,,E,491407450,9265362,+45.0116805,-084.1553823
26,03600,2603600,Au Gres-Sims School District,00,KG,12,G5420,,E,176765588,341779425,+44.0511733,-083.5816052
26,03690,2603690,Avondale School District,00,KG,12,G5420,,E,31497407,61543,+42.6302577,-083.1890826
26,03810,2603810,Baldwin Community Schools,00,KG,12,G5420,,E,931737568,25436489,+43.9503361,-085.8707460
26,03870,2603870,Bangor Public Schools,00,KG,12,G5420,,E,218703508,4231015,+42.3131136,-086.1020043
26,03900,2603900,Bangor Township Schools,00,KG,12,G5420,,E,36544530,18369465,+43.6446843,-083.8955870
26,03990,2603990,Baraga Area Schools,00,KG,12,G5420,,E,531389216,7314315,+46.7560992,-088.5784264
26,04020,2604020,Bark River-Harris School District,00,KG,12,G5420,,E,459781978,411821,+45.7922299,-087.3759284
26,04170,2604170,Bath Community Schools,00,KG,12,G5420,,E,99914836,7404901,+42.8288357,-084.4447756
26,04260,2604260,Bay City School District,00,PK,12,G5420,,E,582945623,33898644,+43.6167647,-083.9620376
26,04290,2604290,Beal City Public Schools,00,PK,12,G5420,,E,122424843,1047608,+43.6769132,-084.8955143
26,04320,2604320,Bear Lake School District,00,KG,12,G5420,,E,132932469,7847327,+44.4456279,-086.1116860
26,04350,2604350,Beaver Island Community School,00,KG,12,G5420,,E,188271396,2430765255,+45.6006736,-085.5109990
26,04440,2604440,Beaverton Rural Schools,00,KG,12,G5420,,E,566314040,15930285,+43.9223510,-084.3748729
26,04470,2604470,Bedford Public Schools,00,KG,12,G5420,,E,102365548,596590,+41.7729858,-083.5965196
26,04500,2604500,Beecher Community School District,00,PK,12,G5420,,E,12989484,48650,+43.0898469,-083.6966646
26,04530,2604530,Belding Area School District,00,PK,12,G5420,,E,250724212,11000330,+43.0735575,-085.2493546
26,04620,2604620,Bellaire Public Schools,00,KG,12,G5420,,E,166907065,27079132,+44.9834015,-085.1998423
26,04650,2604650,Bellevue Community Schools,00,KG,12,G5420,,E,214716464,3158306,+42.4604341,-085.0547432
26,04740,2604740,Bendle Public Schools,00,PK,12,G5420,,E,5364830,5055,+42.9711943,-083.6675355
26,04800,2604800,Bentley Community Schools,00,KG,12,G5420,,E,14132417,0,+43.0157603,-083.6000592
26,04830,2604830,Benton Harbor Area Schools,00,PK,12,G5420,,E,149735222,2546174,+42.0982650,-086.3891525
26,04950,2604950,Benzie County Central School,00,KG,12,G5420,,E,866474608,85714599,+44.6200811,-085.9881170
26,05010,2605010,Berkley School District,00,PK,12,G5420,,E,12453544,0,+42.4908389,-083.1822593
26,05430,2605430,Berrien Springs Public Schools,00,PK,12,G5420,,E,146651279,5834482,+41.9496918,-086.3648808
26,05690,2605690,Big Bay de Noc School District,00,KG,12,G5420,,E,1282990285,1201738022,+45.7191095,-086.6701479
26,05780,2605780,Big Rapids Public Schools,00,KG,12,G5420,,E,338851531,9667682,+43.7043649,-085.4964670
26,05820,2605820,Birch Run Area School District,00,KG,12,G5420,,E,165852578,664278,+43.2581413,-083.8234294
26,05850,2605850,Birmingham City School District,00,PK,12,G5420,,E,62871548,1010897,+42.5395627,-083.2586992
26,06000,2606000,Blissfield Community Schools,00,KG,12,G5420,,E,309326486,955599,+41.8090229,-083.8755977
26,06090,2606090,Bloomfield Hills School District,00,PK,12,G5420,,E,60616854,4605138,+42.5798286,-083.2788848
26,06270,2606270,Bloomingdale Public School District,00,PK,12,G5420,,E,229535683,6480799,+42.4053220,-086.0152700
26,06500,2606500,Boyne City Public Schools,00,KG,12,G5420,,E,220504602,35272976,+45.2256945,-085.0270748
26,06510,2606510,Boyne Falls Public School District,00,KG,12,G5420,,E,138624637,2305371,+45.1437858,-084.8798672
26,06570,2606570,Brandon School District,00,PK,12,G5420,,E,138938324,4646808,+42.8408603,-083.4439952
26,06600,2606600,Brandywine Public School District,00,KG,12,G5420,,E,47822139,777194,+41.7816383,-086.2401843
26,06630,2606630,Breckenridge Community Schools,00,KG,12,G5420,,E,333014670,2391404,+43.4587464,-084.4397075
26,06720,2606720,Breitung Township Schools,00,KG,12,G5420,,E,178585193,10045614,+45.8689252,-088.0045207
